R_stu,I_stu,A_stu,S_stu,E_stu,C_stu,R_voc,I_voc,A_voc,S_voc,E_voc,C_,Hitrate,Firstcodepercentage,Twocodespercentage,Decliningrate,Delayrate,StudySuspensionrate,TotalSuspensionrate,Dropoutrate,Dropoutrate_interest,dropoutrateduetointerest,salaryafter3yr_00schyr_master,salaryafter3yr_00schyr_bachelor,emplorateafter3yr_00schyr_master,emplorateafter3yr_00schyr_bachelor,emplorateGrowthratebysch,salarychangesbysch,emplorateGrowthratebysyr,salarychangesbyyr,salary_mas_vs_bach,emplorate_mas_vs_bach
0,0,1,1,0,0,0,0,1,0,1,1,3,0.31,0.19,-0.025739087,0.053672316,0.030985915,0.06056338,0.045070423,0.035211268,0.018309859,45886,31111,0.8489,0.8639,0.0657,217.67,0.046,2670,1.47491241,0.982636879
1,1,0,0,0,0,1,0,0,0,1,1,3,0.43,0.29,0.220301659,0.043478261,0.021799062,0.056084089,0.072530864,0.060185185,0.024691358,42716,31152,0.9369,0.8844,0.0578,1762.8,0.0017,3280,1.371212121,1.05936228
0,0,0,1,1,1,0,0,0,0,1,1,5,0.71,0.54,-0.038542748,0.05625,0.040686711,0.08081747,0.086137281,0.069986541,0.01884253,48024,30451,0.9222,0.8843,-0.0123,345.17,0.034,3898,1.577091064,1.042858758
1,0,1,0,0,0,0,1,1,1,1,0,2,0.5,0.25,0.385108261,0.078947368,0.026010782,0.057012365,0.057955743,0.042149631,0.031612223,42786,29201,0.9218,0.8985,0.0483,4174.33,0.0185,2633,1.465223794,1.025932109
1,1,0,0,0,0,0,1,0,0,0,1,4,0.59,0.32,-0.029051734,0.03930131,0.041851233,0.074902889,0.0625,0.043103448,0.019396552,49852,29212,0.954,0.8844,0.0072,948.33,0.0158,3186,1.706558948,1.078697422
1,0,0,0,0,1,0,1,0,0,0,1,4,0.44,0.25,0.18629386,0.090909091,0.034095442,0.069905006,0.103825137,0.083788707,0.02003643,60184,30676,0.9302,0.8803,0.0231,810,0.0145,2621,1.961924632,1.056685221
1,1,0,0,0,0,1,1,0,0,0,0,6,0.55,0.46,0.01970463,0.02443281,0.010735294,0.020604575,0.085969181,0.04785077,0.0243309,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,0,1,1,0,0,0,0,6,0.48,0.44,0.051227814,0.070707071,0.021685254,0.042131351,0.06911858,0.044388079,0.019657578,52645,32010,0.9564,0.9041,0.0041,-581,0.0112,5193,1.644642299,1.057847583
0,0,1,1,0,0,0,0,1,1,1,1,4,0.27,0.15,0.102731418,0.040767386,0.019721578,0.045243619,0.066666667,0.055757576,0.026666667,45886,31111,0.8489,0.8639,0.0657,217.67,0.046,2670,1.47491241,0.982636879
0,0,0,0,0,0,0,0,0,0,1,1,4,0.5,0.5,0.448715998,0.042895442,0.037527594,0.086092715,0.102649007,0.069536424,0.026490066,43880,29032,0.914,0.8818,0.0033,-695.83,0.0014,1466,1.511435657,1.036516217
1,0,0,0,1,1,0,0,0,0,1,1,5,0.4,0.33,-0.035943266,0.108786611,0.033820517,0.087771825,0.063559322,0.063559322,0.019067797,60184,30676,0.9302,0.8803,0.0231,810,0.0145,2621,1.961924632,1.056685221
0,0,0,1,1,1,0,0,0,0,1,1,5,0.71,0.54,0.116716336,0.065411298,0.041323018,0.08851444,0.05699722,0.051899907,0.009267841,48024,30451,0.9222,0.8843,-0.0123,345.17,0.034,3898,1.577091064,1.042858758
0,0,0,0,1,1,0,0,0,0,1,1,6,0.46,0.34,0.027726773,0.0302267,0.024495677,0.048991354,0.038284839,0.030627871,0.009188361,60184,30676,0.9302,0.8803,0.0231,810,0.0145,2621,1.961924632,1.056685221
0,0,0,0,1,1,0,0,0,0,1,1,6,0.5,0.43,-0.074620934,0.067924528,0.043389724,0.096439014,0.035294118,0.035294118,0.006862745,47774,32461,0.9382,0.8844,0.0904,2515.17,0.0345,4297,1.471735313,1.060832203
0,0,0,0,1,1,0,0,0,0,1,1,6,0.62,0.49,-0.042222379,0.03286385,0.038755541,0.074847444,0.052459016,0.051639344,0.01147541,48024,30451,0.9222,0.8843,-0.0123,345.17,0.034,3898,1.577091064,1.042858758
1,1,0,0,0,0,0,1,0,0,0,1,4,0.59,0.32,0.12131022,0.068640646,0.027165392,0.066114047,0.051972448,0.048841578,0.005635567,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,0,0,0,0,1,0,1,0,0,0,1,4,0.44,0.25,0.128389063,0.052571429,0.021438248,0.062367352,0.042313117,0.039492243,0.002115656,60184,30676,0.9302,0.8803,0.0231,810,0.0145,2621,1.961924632,1.056685221
1,1,0,0,0,0,1,1,0,0,0,0,6,0.5,0.5,0.119039509,0.071550256,0.018662519,0.053654743,0.020408163,0.018707483,0.00255102,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,0,1,1,0,0,0,0,6,0.55,0.46,0.023563307,0.058744993,0.030071611,0.068798349,0.044966443,0.04295302,0.006040268,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,0,1,1,0,0,0,0,6,0.48,0.44,-0.055939797,0.063475546,0.026796946,0.061778077,0.045234249,0.043080237,0.006462036,52645,32010,0.9564,0.9041,0.0041,-581,0.0112,5193,1.644642299,1.057847583
0,0,1,1,1,0,0,0,0,0,1,1,3,0.28,0.28,-0.097956508,0.028776978,0.037068966,0.083189655,0.040086207,0.036637931,0.005172414,42816,29143,0.961,0.8845,-0.0014,899.5,0.0236,2179,1.469169269,1.086489542
0,0,1,1,0,0,0,0,1,1,1,1,4,0.27,0.15,0.108459078,0.075239398,0.037037037,0.09706258,0.04916986,0.043422733,0.004469987,45886,31111,0.8489,0.8639,0.0657,217.67,0.046,2670,1.47491241,0.982636879
1,1,0,0,0,0,1,1,0,0,0,0,6,0.71,0.71,0.01352657,0.083333333,0.017985612,0.057553957,0.035971223,0.028776978,0.003597122,47058,27519,0.9091,0.8548,0.0495,-7753.5,-0.001,-1161,1.710018533,1.063523631
0,0,0,1,1,1,0,0,0,0,1,1,5,0.71,0.54,0.033227181,0.034340659,0.036184211,0.134868421,0.043296089,0.039804469,0.007681564,48024,30451,0.9222,0.8843,-0.0123,345.17,0.034,3898,1.577091064,1.042858758
1,1,0,0,0,0,1,1,0,0,0,0,6,0.57,0.57,0.142727944,0.027322404,0.041666667,0.125,0.03343465,0.027355623,0.006079027,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,0,1,1,0,0,0,0,6,0.6,0.6,0.000697971,0.044334975,0.020642202,0.100917431,0.038554217,0.031325301,0.012048193,60601,34097,0.9663,0.8288,0.0019,3008.25,0.0119,6024,1.777311787,1.16590251
0,0,1,0,1,1,0,0,0,0,1,1,5,0.33,0.27,0.054430223,0.067385445,0.030507438,0.212286568,0.058383234,0.05239521,0.005988024,60184,30676,0.9302,0.8803,0.0231,810,0.0145,2621,1.961924632,1.056685221
1,0,1,0,0,0,0,1,1,1,1,0,2,0.5,0.25,-0.126302249,0.053929122,0.026742301,0.145056726,0.051053485,0.046191248,0.018638574,32386,26237,0.9362,0.9252,-0.0327,1963,0.028,2337,1.234363685,1.011889321
0,0,0,0,1,1,0,0,0,0,1,1,6,0.62,0.49,0.338233838,0.062240664,0.023028832,0.125483638,0.043554007,0.041811847,0.026132404,46158,30649,0.9365,0.8898,0.0182,-2168.33,0.0426,2142,1.506019772,1.052483704
0,0,1,0,0,0,0,0,1,0,1,0,5,0.35,0.17,-0.125802905,0.049062049,0.032539683,0.14047619,0.037216828,0.03236246,0.015372168,39888,29400,0.9462,0.8884,-0.039,7959,0.0576,2615,1.356734694,1.065060783
1,1,0,0,0,0,0,1,0,0,0,1,4,0.59,0.32,0.068631436,0.064690027,0.029333895,0.145748278,0.038857143,0.033142857,0.011428571,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
0,0,1,0,0,0,0,1,0,0,0,1,3,0.29,0.24,-0.004478628,0.047413793,0.029761905,0.134920635,0.079268293,0.073170732,0.021341463,39888,29400,0.9462,0.8884,-0.039,7959,0.0576,2615,1.356734694,1.065060783
1,0,0,0,0,1,0,1,0,0,0,1,4,0.44,0.25,0.044325709,0.045045045,0.044834983,0.181633663,0.074183976,0.053412463,0.009891197,60184,30676,0.9302,0.8803,0.0231,810,0.0145,2621,1.961924632,1.056685221
1,1,0,0,0,0,1,1,0,0,0,0,6,0.5,0.5,0.075586854,0.04664723,0.032337614,0.11354391,0.036082474,0.032216495,0.016752577,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,0,1,1,0,0,0,0,6,0.55,0.46,0.107141344,0.03777336,0.020257827,0.081031308,0.033474776,0.02640264,0.00660066,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,0,1,1,0,0,0,0,6,0.48,0.44,-0.087790516,0.054092527,0.033238027,0.129735525,0.035144928,0.02826087,0.00942029,52645,32010,0.9564,0.9041,0.0041,-581,0.0112,5193,1.644642299,1.057847583
1,1,0,0,0,0,1,1,0,0,0,0,6,0.64,0.55,0.129563238,0.0675,0.037670731,0.178486886,0.033088235,0.030637255,0.011029412,44064,28970,0.9532,0.8765,-0.0296,4588.15,0.0466,4716,1.521021747,1.087507131
0,0,0,1,1,1,0,0,0,0,1,1,5,0.71,0.54,0.398788189,0.056306306,0.031525434,0.065150622,0.068265683,0.060885609,0.017527675,48024,30451,0.9222,0.8843,-0.0123,345.17,0.034,3898,1.577091064,1.042858758
0,0,1,1,1,0,0,0,0,0,1,1,3,0.28,0.28,-0.011097789,0.116687578,0.024264706,0.042647059,0.039148352,0.035027473,0.006868132,42816,29143,0.961,0.8845,-0.0014,899.5,0.0236,2179,1.469169269,1.086489542
0,0,0,0,1,1,0,0,0,0,1,1,6,0.5,0.43,0.424018985,0.094076655,0.026029101,0.061466804,0.068548387,0.065860215,0.030913978,47774,32461,0.9382,0.8844,0.0904,2515.17,0.0345,4297,1.471735313,1.060832203
0,0,0,0,1,1,0,0,0,0,1,1,6,0.62,0.49,0.827566807,0.063122924,0.024630542,0.048029557,0.057919622,0.056737589,0.033096927,46158,30649,0.9365,0.8898,0.0182,-2168.33,0.0426,2142,1.506019772,1.052483704
1,0,0,0,1,1,0,0,0,0,1,1,5,0.71,0.71,0.081529582,0.116040956,0.033625731,0.065789474,0.055555556,0.054093567,0.026315789,47774,32461,0.9382,0.8844,0.0904,2515.17,0.0345,4297,1.471735313,1.060832203
1,1,0,0,0,0,0,1,0,0,0,1,4,0.59,0.32,0.028220265,0.137931034,0.042685892,0.064314937,0.061538462,0.058974359,0.046153846,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,0,0,0,0,1,0,1,0,0,0,1,4,0.44,0.25,0.130667824,0.079840319,0.024294671,0.052507837,0.071993671,0.070411392,0.034810127,60184,30676,0.9302,0.8803,0.0231,810,0.0145,2621,1.961924632,1.056685221
1,1,0,0,0,0,1,1,0,0,0,0,6,0.5,0.5,0.079357737,0.078066914,0.028301887,0.066037736,0.0528,0.0496,0.0096,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
0,0,1,1,1,0,0,0,0,0,1,1,3,0.28,0.28,-0.102639932,0.024451939,0.02254902,0.041666667,0.035043169,0.033519553,0.013712544,42816,29143,0.961,0.8845,-0.0014,899.5,0.0236,2179,1.469169269,1.086489542
0,0,1,1,0,0,0,0,1,1,1,1,4,0.27,0.15,0.079704712,0.068475452,0.025268463,0.068487825,0.066909976,0.062043796,0.024939173,45886,31111,0.8489,0.8639,0.0657,217.67,0.046,2670,1.47491241,0.982636879
1,0,0,0,1,1,0,0,0,0,1,1,5,0.4,0.33,-0.103251422,0.024590164,0.029535865,0.065400844,0.038924275,0.033970276,0.009200283,56009,30596,0.9583,0.8867,-0.0784,3774,0.0565,4352,1.830598771,1.080748844
0,0,1,0,0,0,0,0,1,0,1,0,5,0.5,0.2,-0.088892256,0.069100391,0.035621762,0.090025907,0.052631579,0.039811066,0.020917679,39943,27968,0.8996,0.8815,-0.0097,1840.4,0.0445,3785,1.428167906,1.020533182
0,0,1,1,0,1,0,0,1,1,0,0,5,1,0.67,-0.041702083,0.037283622,0.036202186,0.104508197,0.038657172,0.027466938,0.00508647,49013,26541,0.9714,0.9135,-0.028,577.83,0.0162,1182,1.846690027,1.063382594
0,0,0,1,1,1,0,0,0,0,1,1,5,0.71,0.54,-0.085455946,0.037837838,0.018859649,0.049561404,0.031337699,0.023386342,0.007951356,48024,30451,0.9222,0.8843,-0.0123,345.17,0.034,3898,1.577091064,1.042858758
0,0,0,1,1,1,0,1,0,1,0,0,3,0.59,0.18,-0.061072117,0.029761905,0.03422619,0.078125,0.044512663,0.033000767,0.014581734,47556,32770,0.9697,0.91,-0.0026,2042.25,0.0043,2519,1.451205371,1.065604396
0,0,0,0,1,1,0,0,0,0,1,1,6,0.77,0.62,-0.048072274,0.030478955,0.016026622,0.033536482,0.021905805,0.016429354,0.008762322,49272,33424,0.932,0.8935,0.0212,1860.5,-0.0047,5587,1.474150311,1.043088976
1,0,1,0,0,0,0,1,1,1,1,0,2,0.5,0.25,-0.004557798,0.05984556,0.024251671,0.07187833,0.034872762,0.030160226,0.019792648,42786,29201,0.9218,0.8985,0.0483,4174.33,0.0185,2633,1.465223794,1.025932109
0,0,0,0,1,1,0,0,0,0,1,1,6,0.5,0.43,0.009078267,0.021410579,0.008539054,0.02382143,0.024005054,0.021478206,0.010107391,47774,32461,0.9382,0.8844,0.0904,2515.17,0.0345,4297,1.471735313,1.060832203
0,0,1,0,1,0,0,1,1,0,0,0,4,0.5,0.5,-0.104846965,0.019157088,0.018595041,0.04338843,0.040123457,0.037037037,0.018518519,34719,26863,0.8592,0.9048,-0.0143,782.75,-0.0218,-2693,1.29244686,0.949602122
0,0,0,0,1,1,0,0,0,0,1,1,6,0.65,0.57,-0.047970571,0.05377907,0.026481133,0.048443109,0.031626506,0.027861446,0.016566265,45863,33294,0.9381,0.9083,0.0092,947.33,0.036,3579,1.377515468,1.032808543
1,1,0,0,0,0,0,1,0,0,0,1,4,0.59,0.32,-0.055127901,0.068493151,0.028963415,0.078506098,0.040365575,0.031987814,0.007616146,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,0,0,0,0,1,0,1,0,0,0,1,4,0.44,0.25,-0.095841228,0.009184845,0.021111111,0.054444444,0.038680319,0.032423208,0.007963595,60184,30676,0.9302,0.8803,0.0231,810,0.0145,2621,1.961924632,1.056685221
1,1,0,0,0,0,1,1,0,0,0,0,6,0.44,0.44,0.130814457,0.054597701,0.019006042,0.051587828,0.053941909,0.047026279,0.01659751,56995,34438,0.9652,0.8212,-0.0127,7497.5,0.0083,5098,1.655003194,1.175353142
0,0,1,1,0,0,0,0,1,1,1,1,4,0.27,0.15,-0.015398138,0.069060773,0.029696133,0.071132597,0.047651934,0.035911602,0.012430939,45886,31111,0.8489,0.8639,0.0657,217.67,0.046,2670,1.47491241,0.982636879
0,0,0,1,1,1,0,0,0,0,1,1,5,0.71,0.54,0.325198334,0.068181818,0.03957529,0.250965251,0.077220077,0.071428571,0.011583012,48024,30451,0.9222,0.8843,-0.0123,345.17,0.034,3898,1.577091064,1.042858758
1,0,1,0,0,0,0,1,1,1,1,0,2,0.5,0.25,0.111038521,0.061068702,0.052222222,0.337777778,0.145598194,0.143340858,0.03724605,32386,26237,0.9362,0.9252,-0.0327,1963,0.028,2337,1.234363685,1.011889321
1,0,1,0,0,0,0,1,1,1,1,0,2,0.5,0.25,-0.170874301,0.046808511,0.047413793,0.25862069,0.104885057,0.103448276,0.017241379,42786,29201,0.9218,0.8985,0.0483,4174.33,0.0185,2633,1.465223794,1.025932109
1,1,0,0,0,0,0,1,0,0,0,1,4,0.59,0.32,0.150198621,0.077170418,0.015479876,0.176470588,0.090202177,0.090202177,0.01399689,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,0,0,0,0,1,0,1,0,0,0,1,4,0.44,0.25,0.191164083,0.064356436,0.031757755,0.257754801,0.095461659,0.089201878,0.014084507,60184,30676,0.9302,0.8803,0.0231,810,0.0145,2621,1.961924632,1.056685221
1,1,0,0,0,0,1,1,0,0,0,0,6,0.55,0.46,0.12997076,0.046931408,0.020676692,0.189849624,0.089931574,0.08797654,0.019550342,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,1,0,0,0,0,1,1,0,0,0,0,6,0.48,0.44,0.056889067,0.251082251,0.022727273,0.254545455,0.043181818,0.040909091,0.004545455,52645,32010,0.9564,0.9041,0.0041,-581,0.0112,5193,1.644642299,1.057847583
1,0,0,0,1,1,0,0,0,0,1,1,5,0.4,0.33,0.008376489,0.031746032,0.017102616,0.086519115,0.031809145,0.028827038,0.00695825,60184,30676,0.9302,0.8803,0.0231,810,0.0145,2621,1.961924632,1.056685221
0,0,0,0,0,0,0,1,0,0,0,1,4,0.75,0.25,-0.007897256,0.022805017,0.019584239,0.107018177,0.064044944,0.054494382,0.016292135,34498,29181,0.963,0.87,-0.004,2004.5,0.0111,1006,1.182207601,1.106896552
0,0,0,1,1,1,0,0,0,0,1,1,5,0.71,0.54,0.118298426,0.028344671,0.012208068,0.080679406,0.057855626,0.053078556,0.011146497,48024,30451,0.9222,0.8843,-0.0123,345.17,0.034,3898,1.577091064,1.042858758
0,0,1,1,1,0,0,0,0,0,1,1,3,0.28,0.28,0.038603085,0.028871391,0.016908213,0.051932367,0.040852575,0.037300178,0.021314387,42816,29143,0.961,0.8845,-0.0014,899.5,0.0236,2179,1.469169269,1.086489542
0,0,1,0,0,0,1,0,1,0,1,0,4,0.47,0.21,0.205159203,0.032432432,0.02173913,0.084541063,0.062801932,0.050724638,0.019323671,39943,27968,0.8996,0.8815,-0.0097,1840.4,0.0445,3785,1.428167906,1.020533182
0,0,1,0,0,0,1,0,1,0,1,0,4,0.47,0.21,0.094577237,0.058467742,0.009121061,0.085406302,0.036484245,0.033996683,0.011608624,39943,27968,0.8996,0.8815,-0.0097,1840.4,0.0445,3785,1.428167906,1.020533182
1,1,0,0,0,0,0,1,0,0,0,1,4,0.59,0.32,-0.010561403,0.044247788,0.016129032,0.124193548,0.027075812,0.018050542,0.003610108,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,0,0,0,0,1,0,1,0,0,0,1,4,0.44,0.25,0.034425244,0.046511628,0.016786571,0.209832134,0.022222222,0.019444444,0.006944444,60184,30676,0.9302,0.8803,0.0231,810,0.0145,2621,1.961924632,1.056685221
0,0,1,1,1,0,0,0,0,0,1,1,3,0.28,0.28,-0.170540465,0.028145695,0.007520891,0.054317549,0.046518106,0.041225627,0.015041783,42816,29143,0.961,0.8845,-0.0014,899.5,0.0236,2179,1.469169269,1.086489542
1,1,0,0,0,0,1,1,0,0,0,0,6,0.64,0.55,-0.179066397,0.05370844,0.024691358,0.151851852,0.059238364,0.052186178,0.011283498,44064,28970,0.9532,0.8765,-0.0296,4588.15,0.0466,4716,1.521021747,1.087507131
0,0,0,0,0,0,0,0,0,0,1,1,4,0.5,0.5,0.015185215,0.041355543,0.023696006,0.122604981,0.06922675,0.059299896,0.013061651,43880,29032,0.914,0.8818,0.0033,-695.83,0.0014,1466,1.511435657,1.036516217
0,0,0,1,1,1,0,0,0,0,1,1,5,0.71,0.54,0.298159615,0.042682927,0.045918367,0.178767661,0.107894737,0.1,0.039473684,48024,30451,0.9222,0.8843,-0.0123,345.17,0.034,3898,1.577091064,1.042858758
0,0,1,0,0,0,0,0,1,0,1,0,5,0.35,0.17,0.329136142,0.089552239,0.03015873,0.073015873,0.058730159,0.055555556,0.017460317,42368,27967,0.9041,0.8566,-0.0166,-1985.5,-0.0059,2004,1.514928308,1.055451786
0,0,1,1,0,0,0,0,1,1,1,1,4,0.27,0.15,0.278354978,0.18627451,0.060971524,0.157428166,0.094017094,0.07977208,0.034188034,45886,31111,0.8489,0.8639,0.0657,217.67,0.046,2670,1.47491241,0.982636879
0,0,0,1,1,1,0,0,0,0,1,1,5,0.71,0.54,-0.063628434,0.107526882,0.005681818,0.045454545,0.047567568,0.025945946,0,48024,30451,0.9222,0.8843,-0.0123,345.17,0.034,3898,1.577091064,1.042858758
0,0,0,0,1,1,0,0,0,0,1,1,6,0.5,0.43,-0.023770892,0.022377622,0.010709392,0.018921033,0.048063128,0.017934003,0.00143472,47774,32461,0.9382,0.8844,0.0904,2515.17,0.0345,4297,1.471735313,1.060832203
0,0,0,1,1,1,0,0,0,0,1,1,5,0.5,0.33,0.096866286,0.041218638,0.012376238,0.02970297,0.051980198,0.018976898,0.000825083,61495,29722,0.8667,0.7608,-0.002,2698.75,0.0169,4164,2.069006123,1.139195584
0,0,0,0,1,1,0,0,0,0,1,1,6,0.62,0.49,-0.029367437,0.04712813,0.00748503,0.025449102,0.044561934,0.020392749,0.003776435,46158,30649,0.9365,0.8898,0.0182,-2168.33,0.0426,2142,1.506019772,1.052483704
0,0,1,1,0,0,0,0,1,1,1,1,4,0.27,0.15,-0.061111111,0.026974952,0.008695652,0.026086957,0.02173913,0.013043478,0.002173913,45886,31111,0.8489,0.8639,0.0657,217.67,0.046,2670,1.47491241,0.982636879
0,0,0,0,0,0,0,0,0,0,1,1,4,0.5,0.5,-0.079711013,0.034212402,0.01179941,0.027654867,0.04719764,0.02359882,0.004424779,43880,29032,0.914,0.8818,0.0033,-695.83,0.0014,1466,1.511435657,1.036516217
0,0,0,0,0,0,0,1,0,0,0,1,4,0.75,0.25,0.075817032,0.023901311,0.026372832,0.105130058,0.027386839,0.023963484,0.008368201,34498,29181,0.963,0.87,-0.004,2004.5,0.0111,1006,1.182207601,1.106896552
1,1,0,0,0,0,1,1,0,0,0,0,6,0.33,0.25,0.135196687,0.052884615,0.028543307,0.107283465,0.035377358,0.027122642,0.008254717,39621,28972,0.9083,0.8297,0.0179,-5907.25,-0.0086,3662,1.367561784,1.094733036
0,0,0,1,1,1,0,1,0,1,0,0,3,0.59,0.18,0.443075008,0.015904573,0.017924528,0.079245283,0.032608696,0.030193237,0.010869565,46272,33114,0.9091,0.9171,-0.0873,1065.33,0.0665,-519,1.397354593,0.991276851
0,0,0,1,1,1,0,1,0,1,0,0,3,0.59,0.18,0.065284412,0.045566502,0.034117647,0.121764706,0.027647059,0.023529412,0.008823529,47556,32770,0.9697,0.91,-0.0026,2042.25,0.0043,2519,1.451205371,1.065604396
0,1,0,0,0,1,0,1,0,1,0,0,4,0.33,0.33,0.061945736,0.009836066,0.036180308,0.104389087,0.022018349,0.018960245,0.004892966,36696,28147,0.9153,0.8599,0.0825,7148.6,0.0277,2782,1.303726863,1.064426096
1,1,0,0,0,0,1,1,0,0,0,0,6,0.5,0.5,0.055613831,0.016483516,0.012443439,0.056561086,0.018099548,0.013574661,0.003393665,38367,27171,0.9663,0.865,0.0138,1399.2,0.024,2350,1.412056973,1.117109827
1,0,0,0,0,1,0,1,0,0,0,1,4,0.44,0.25,0.142362894,0.037527594,0.018326234,0.081091425,0.020618557,0.016494845,0.009278351,47058,27519,0.9091,0.8548,0.0495,-7753.5,-0.001,-1161,1.710018533,1.063523631
1,0,0,0,0,1,0,1,0,0,0,1,4,0.44,0.25,0.023001508,0.037641154,0.030160858,0.103887399,0.026809651,0.024798928,0.009383378,60184,30676,0.9302,0.8803,0.0231,810,0.0145,2621,1.961924632,1.056685221
1,0,0,1,1,0,0,0,1,1,0,0,3,0.58,0.25,0.007046649,0.059701493,0.039184953,0.215517241,0.038585209,0.032154341,0.008038585,50942,29458,0.9199,0.8771,0.0126,-249.33,0.0084,1885,1.729309525,1.048797173
0,0,1,1,1,0,0,0,0,0,1,1,3,0.28,0.28,0.031727178,0.034508627,0.022205774,0.089563286,0.025924514,0.020587114,0.003431186,42816,29143,0.961,0.8845,-0.0014,899.5,0.0236,2179,1.469169269,1.086489542
0,0,1,1,0,1,0,0,1,1,0,0,5,1,0.67,0.174955908,0.028753994,0.026098901,0.111263736,0.031339031,0.025641026,0.002849003,49013,26541,0.9714,0.9135,-0.028,577.83,0.0162,1182,1.846690027,1.063382594
0,0,1,1,0,0,0,0,1,1,1,1,4,0.27,0.15,0.077543005,0.041343669,0.029339853,0.124694377,0.047133758,0.039490446,0.01910828,45886,31111,0.8489,0.8639,0.0657,217.67,0.046,2670,1.47491241,0.982636879
1,1,0,0,0,0,1,1,0,0,0,0,6,0.71,0.71,0.156718147,0.042589438,0.016393443,0.097615499,0.039816233,0.039050536,0.011485452,47058,27519,0.9091,0.8548,0.0495,-7753.5,-0.001,-1161,1.710018533,1.063523631
1,1,0,0,0,0,1,1,0,0,0,0,6,0.64,0.55,-0.002760283,0.028081123,0.03021148,0.110271903,0.034395973,0.031879195,0.008389262,44064,28970,0.9532,0.8765,-0.0296,4588.15,0.0466,4716,1.521021747,1.087507131
1,1,0,0,0,0,1,1,0,0,0,0,6,0.25,0.25,0.419982514,0.03626943,0.01659751,0.046680498,0.023489933,0.022371365,0.008948546,44064,28970,0.9532,0.8765,-0.0296,4588.15,0.0466,4716,1.521021747,1.087507131
1,1,0,0,0,1,1,1,0,1,0,1,5,0.33,0.33,0.001181865,0.029411765,0.040697674,0.140503876,0.039915966,0.037815126,0.011554622,73629,29759,0.9299,0.8256,-0.0038,-11749.6,-0.0008,7868,2.47417588,1.126332364
0,0,0,1,1,1,0,1,0,1,1,1,5,0.5,0.25,0.046922146,0.020050125,0.02688172,0.079450418,0.028328612,0.023371105,0.003541076,52982,29212,0.9353,0.8844,0.0117,-394,-0.0045,1846,1.813706696,1.057553143
0,1,0,0,0,0,0,1,0,0,0,1,5,1,1,-0.043030976,0.005946482,0.010471204,0.035602094,0.011627907,0.009513742,0.003171247,53560,49218,0.949,0.8689,0.0266,3097.25,0.0374,3904,1.088219757,1.092185522
0,0,0,0,0,0,0,0,0,0,1,1,4,0.5,0.5,-0.073387322,0.042042042,0.032167832,0.146153846,0.040550326,0.034757422,0.011585807,43880,29032,0.914,0.8818,0.0033,-695.83,0.0014,1466,1.511435657,1.036516217
0,0,0,0,0,0,0,1,0,0,0,1,4,0.75,0.25,-0.010832071,0.045009785,0.038235294,0.103921569,0.05163853,0.043694141,0.019860973,34498,29181,0.963,0.87,-0.004,2004.5,0.0111,1006,1.182207601,1.106896552
1,0,0,1,1,0,0,0,0,0,1,1,3,0.56,0.33,-0.075933666,0.068123393,0.050791557,0.110817942,0.059459459,0.051351351,0.015540541,50942,29458,0.9199,0.8771,0.0126,-249.33,0.0084,1885,1.729309525,1.048797173
0,0,0,1,1,1,0,0,0,0,1,1,5,0.71,0.54,-0.046586747,0.057446809,0.039525692,0.108695652,0.06027668,0.056324111,0.013833992,48024,30451,0.9222,0.8843,-0.0123,345.17,0.034,3898,1.577091064,1.042858758
1,1,0,0,0,0,0,1,0,0,0,1,4,0.59,0.32,0.087175505,0.064876957,0.031367629,0.090966123,0.067754078,0.047678795,0.021329987,62298,31680,0.9653,0.8843,0.0158,3247.17,0.0223,5212,1.966477273,1.091597874
1,0,0,0,0,1,0,1,0,0,0,1,4,0.44,0.25,0.201146155,0.075163399,0.042635452,0.09622871,0.05308642,0.041975309,0.007407407,60184,30676,0.9302,0.8803,0.0231,810,0.0145,2621,1.961924632,1.056685221
