types,Set,Sch_code,SCHOOL,Dep_code,department,Sch_dep_code,Sch_dep,groupnumber,groupname,groupname_number,subgroupnumber,subgroupname,subgroupname_number,Numofstudents,Numofteachers,Numofgraduates,Country,System,Teacherstudentratio,NumberofFirstgrade,NumberofSecondgrade,NumberofThirdgrade,NumberofFourthgrade,Numberofseniorsandabove,Numberofdelaypeople,Decliningrate,Delayrate,numberofteachers,assistantproratio,lecturersandaboveratio,lecturersandaboverationum,lecturersandabovenum,Pro_vs_AssociateProfessorandLecturer,Averagehoursperweek_rofessors,Averagehoursperweek_associateprofessor,Averagehoursperweek_assistantprofessors,Averagehoursperweek_lecturers,Averagehoursperweek_otherteachers,Graduationscore,Professionalcreditratio,General_commoncreditratio,Graduationprofessionalscore,GraduationGeneralCommonAcademicScores,Graduationinternshipscore,Graduationothergraduationscores,Collegestudentinterestcode,interestcodeR_stu,interestcodeI_stu,interestcodeA_stu,interestcodeS_stu,interestcodeE_stu,interestcodeC_stu,Hollandcode_two,interestcodeR_voc,interestcodeI_voc,interestcodeA_voc,interestcodeS_voc,interestcodeE_voc,interestcodeC_,Hitrate,Hollandcodefirst,Firstcodepercentage,Twocodespercentage,StudySuspensionrate,TotalSuspensionrate,Suspension_academic_interest,studentinSuspension,Suspension_semester,Suspension_semester_academic,Suspension_semester_interest,Suspension_semesterend,Suspension_semesterendr_academic,Suspension_semesterend_interest,Dropoutrate,Dropoutrate_interest,dropoutrateduetointerest,studentindropouts,dropouts,dropouts_academic,dropouts_interest,dropouts_overdue,dropouts_suspension,salaryafter3yr_99schyr_master,salaryafter3yr_99schyr_inservicemaster,salaryafter3yr_99schyr_bachelor,salaryafter3yr_99schyr_academicyear,salaryafter3yr_99schyr_dayspecialist,salaryafter3yr_99schyr_trainingspecialist,salaryafter4yr_99schyr_master,salaryafter4yr_99schyr_inservicemaster,salaryafter4yr_99schyr_bachelor,salaryafter4yr_99schyr_academicyear,salaryafter4yr_99schyr_dayspecialist,salaryafter4yr_99schyr_trainingspecialist,salaryafter3yr_00schyr_master,salaryafter3yr_00schyr_inservicemaster,salaryafter3yr_00schyr_bachelor,salaryafter3yr_00schyr_academicyear,salaryafter3yr_00schyr_dayspecialist,salaryafter3yr_00schyr_trainingspecialist,emplorateafter3yr_99schyr_master,emplorateafter3yr_99schyr_inservicemaster,emplorateafter3yr_99schyr_bachelor,emplorateafter3yr_99schyr_academicyear,emplorateafter3yr_99schyr_dayspecialist,emplorateafter3yr_99schyr_trainingspecialist,emplorateafter4yr_99schyr_master,emplorateafter4yr_99schyr_inservicemaster,emplorateafter4yr_99schyr_bachelor,emplorateafter4yr_99schyr_academicyear,emplorateafter4yr_99schyr_dayspecialist,emplorateafter4yr_99schyr_trainingspecialist,emplorateafter3yr_00schyr_master,emplorateafter3yr_00schyr_inservicemaster,emplorateafter3yr_00schyr_bachelor,emplorateafter3yr_00schyr_academicyear,emplorateafter3yr_00schyr_dayspecialist,emplorateafter3yr_00schyr_trainingspecialist,emplorateGrowthratebysch,salarychangesbysch,emplorateGrowthratebysyr,salarychangesbyyr,Holland_1_code,salary_mas_vs_bach,emplorate_mas_vs_bach
general,private,1058,Mingdao University,2122007,Fashion and Aesthetics,1.06E+11,Fashion and Aesthetics of Mingdao University,8,Architecture and Design,8.Architecture and Design,59,Fashion and Fashion Design,59.Fashion and Fashion Design,283,7,85,07 Changhua County,general,0.0247,66,59,72,78,0,8,0.06587057,0.028268551,7,0.857142857,1,6,7,0.506329114,0,3,3.9,3,0,128,0.578125,0.28125,74,36,18,0,AE,0,0,1,0,1,0,EC,0,0,0,0,1,1,4,E,0.46,0.33,0.015572599,0.037713571,0.004724409,635,10,0,1,24,1,2,0.052795031,0.048136646,0.027950311,644,34,2,18,5,6,39.66,70.314,26.527,27.241,,,44.854,69.651,28.801,28.453,,,42.368,60.89,27.967,24.575,,,0.8786,0.9048,0.8322,0.8406,,,0.8451,0.873,0.8588,0.8558,,,0.9041,0.9286,0.8566,0.8333,,,-0.0166,-1.9855,-0.0059,2.004,E,1.514928308,1.055451786
general,private,1058,Mingdao University,4121017,Finance and Finance,1.06E+11,Finance and Finance of Mingdao University,17,Finance and Economics,17.Finance and Economics,116,Finance and Finance,116.Finance and Finance,181,6,59,07 Changhua County,general,0.0331,43,47,54,34,0,3,-0.042803648,0.016574586,6,1,1,6,6,1.350947159,2.9,9.65,9.03,0,0,128,0.484375,0.28125,62,36,18,12,EC,0,0,0,0,1,1,CE,0,0,0,0,1,1,6,C,0.5,0.43,0.023255814,0.044186047,0.004651163,430,10,0,1,19,0,2,0.06557377,0.054644809,0.030054645,366,24,0,11,7,2,49.353,88.168,32.166,36.617,22.887,34.905,57.129,93.077,35.652,38.887,26.317,38.813,47.774,88.512,32.461,34.283,25.377,50.78,0.9234,0.9624,0.864,0.9036,0.587,0.9655,0.9451,0.9624,0.8992,0.895,0.78,0.931,0.9382,0.9705,0.8844,0.9039,0.6071,0.3594,0.0904,2.51517,0.0345,4.297,C,1.471735313,1.060832203
general,private,1058,Mingdao University,7312035,Landscape and Environmental Design,1.06E+11,Landscape and Environmental Design of Mingdao University,8,Architecture and Design,8.Architecture and Design,55,Landscape and Space Design,55.Landscape and Space Design,255,6,84,07 Changhua County,general,0.0235,30,46,89,81,0,9,0.459409434,0.035294118,6,0.833333333,1,5,6,0.717391304,5,10.5,8.67,13.33,0,128,0.578125,0.28125,74,36,18,0,AE,0,0,1,0,1,0,AI,0,1,1,0,0,0,4,A,0.5,0.5,0.021865889,0.048104956,0.008746356,686,15,0,4,33,0,6,0.049689441,0.043478261,0.017080745,644,32,0,11,8,9,37.437,50.245,27.637,36.004,,,38.443,36.309,29.953,35.848,,,34.719,66.467,26.863,26.405,,,0.9138,0.8333,0.8957,0.8519,,,0.8621,0.75,0.9067,0.8889,,,0.8592,0.8333,0.9048,0.9545,,,-0.0143,0.78275,-0.0218,-2.693,A,1.29244686,0.949602122
general,private,1058,Mingdao University,8111037,Fine Agriculture,1.06E+11,Fine Agriculture of Mingdao University,6,Bioresources,6.Bioresources,41,Horticulture,41.Horticulture,277,9,76,07 Changhua County,general,0.0325,53,58,79,79,0,8,0.152136196,0.028880866,9,1,1,9,9,0.685559006,0,7.83,11.88,0,0,128,0.578125,0.28125,74,36,18,0,ISR,1,1,0,1,0,0,ER,1,0,0,0,1,0,3,R,0.43,0.29,0.017684887,0.032154341,0.004823151,622,11,0,0,20,1,2,0.057736721,0.055427252,0.006928406,433,25,3,3,9,9,40.208,64.84,29.104,25.346,,,43.26,69.25,32.84,29.955,,,41.565,64.375,30.19,26.786,,,0.9028,1,0.8072,0.8615,,,0.9324,1,0.8683,0.8462,,,0.8765,0.9032,0.8037,0.791,,,0.0493,0.8545,0.0189,3.952,R,1.376780391,1.090581063
general,private,1058,Mingdao University,10131039,Hospitality Management,1.06E+11,Hospitality Management of Mingdao University,16,Management,16.Management,113,Hospitality Management,113.Hospitality Management,874,15,210,07 Changhua County,general,0.0172,210,223,206,202,0,33,-0.011248633,0.037757437,15,1,1,15,15,0.873581848,0,9.78,11.34,0,0,131,0.511450382,0.282442748,67,37,27,0,ESA,0,0,1,1,1,0,EC,0,0,0,0,1,1,3,ES,0.28,0.28,0.025248084,0.054715611,0.005367687,1863,47,1,4,102,1,9,0.051529791,0.04777241,0.012882448,1863,96,3,24,29,33,40.371,62.931,28.222,28.624,26.256,28.616,42.206,65.383,30.856,30.458,28.048,31.145,42.816,63.229,29.143,28.957,25.576,30.696,0.8627,0.9091,0.8769,0.8728,0.773,0.8153,0.9216,0.8864,0.9017,0.887,0.8226,0.8322,0.961,0.9677,0.8845,0.8204,0.7835,0.7012,-0.0014,0.8995,0.0236,2.179,E,1.469169269,1.086489542
general,private,1058,Mingdao University,2311006,Applied Japanese Language,1.06E+11,Applied Japanese Language of Mingdao University,12,Foreign Languages,12.Foreign Languages,81,Japanese Literature,81.Japanese Literature,424,9,84,07 Changhua County,general,0.0212,89,113,116,88,0,18,0.018277428,0.04245283,9,1,1,9,9,1.131541726,5,10,13.14,0,0,128,0.5546875,0.28125,71,36,18,3,AS,0,0,1,1,0,0,"AE,EC,CE",0,0,1,0,1,1,3,A,0.31,0.19,0.016891892,0.048423423,0.006756757,888,15,0,2,43,2,4,0.043918919,0.040540541,0.01463964,888,39,1,13,13,9,47.592,68.581,30.313,34.68,25.862,33.818,49.715,70.862,33.103,36.733,27.346,39.109,45.886,70.527,31.111,34.138,25.044,35.446,0.8865,0.9857,0.8462,0.8512,0.462,0.8197,0.8972,0.9786,0.8694,0.8651,0.6645,0.8525,0.8489,0.9728,0.8639,0.8481,0.4773,0.4464,0.0657,0.21767,0.046,2.67,A,1.47491241,0.982636879
general,private,1058,Mingdao University,2311005,Applied English,1.06E+11,Applied English of Mingdao University,12,Foreign Languages,12.Foreign Languages,79,English Literature,79.English Literature,139,7,41,07 Changhua County,general,0.0504,18,31,38,38,0,14,0.316009558,0.100719424,7,0.857142857,1,6,7,0.032467532,0,0,9.3,20.5,0,128,0.5546875,0.28125,71,36,18,3,AS,0,0,1,1,0,0,"SA,CE",0,0,1,1,1,1,4,A,0.27,0.15,0.019354839,0.04516129,0.006451613,310,6,1,0,14,2,0,0.110062893,0.097484277,0.053459119,318,35,3,17,2,9,47.592,68.581,30.313,34.68,25.862,33.818,49.715,70.862,33.103,36.733,27.346,39.109,45.886,70.527,31.111,34.138,25.044,35.446,0.8865,0.9857,0.8462,0.8512,0.462,0.8197,0.8972,0.9786,0.8694,0.8651,0.6645,0.8525,0.8489,0.9728,0.8639,0.8481,0.4773,0.4464,0.0657,0.21767,0.046,2.67,A,1.47491241,0.982636879
general,private,1003,Soochow University,2322002,Chinese Literature,1.00E+11,Chinese Literature of Soochow University,13,"Literature, History and Philosophy","13.Literature, History and Philosophy",84,Chinese Language and Literature,84.Chinese Language and Literature,1029,18,198,30 Taipei City,general,0.0175,217,231,233,217,51,80,0.001501537,0.077745384,18,1,1,18,18,1.806896552,9.53,10.43,10.6,0,0,128,0.65625,0.21875,84,28,0,16,AS,0,0,1,1,0,0,SA,0,0,1,1,0,0,6,A,0.36,0.21,0.051546392,0.075445173,0.007966261,2134,110,4,9,161,4,13,0.03527074,0.032290114,0.007451565,2013,71,20,15,11,19,52.56,80.014,31.029,30.97,,,55.031,81.433,33.926,33.393,,,55.646,78.315,32.146,29.771,,,0.8739,0.9708,0.8268,0.8768,,,0.8889,0.9679,0.8582,0.8949,,,0.8457,0.979,0.8159,0.8427,,,0.0163,0.32625,0.0154,2.303,A,1.731039632,1.036524084
general,private,1003,Soochow University,5311023,Chemistry,1.00E+11,Chemistry of Soochow University,3,"Mathematical,  Physics and Chemistry","3.Mathematical,  Physics and Chemistry",16,Chemistry,16.Chemistry,215,10,47,30 Taipei City,general,0.0465,63,53,52,34,0,13,-0.174583976,0.060465116,10,0.9,1,9,10,0.961410788,11.17,11,10.1,13,0,128,0.65625,0.21875,84,28,0,16,IR,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.44,0.44,0.034146341,0.058536585,0.036585366,410,14,2,7,24,2,13,0.058536585,0.058536585,0.029268293,410,24,9,12,1,2,52.891,52.51,33.991,30.158,,,63.253,54.688,38.295,33.707,,,56.995,74.99,34.438,33.117,,,0.9605,1,0.8312,0.7647,,,0.9721,1,0.8528,0.7647,,,0.9652,0.9259,0.8212,0.8947,,,-0.0127,7.4975,0.0083,5.098,I,1.655003194,1.175353142
general,private,1003,Soochow University,3131011,Psychology,1.00E+11,Psychology of Soochow University,10,Social and Psychology,10.Social and Psychology,66,Psychology,66.Psychology,396,10,89,30 Taipei City,general,0.0253,88,104,98,91,0,15,0.017565768,0.037878788,10,1,1,10,10,1.911428571,9.04,10.03,9.5,0,0,128,0.65625,0.21875,84,28,0,16,SA,0,0,1,1,0,0,SA,0,0,1,1,0,0,6,S,0.42,0.19,0.034974093,0.06865285,0.006476684,772,27,1,1,53,1,4,0.019323671,0.016908213,0.002415459,414,8,2,1,1,3,50.558,73.721,32.759,31.822,,,53.41,74.564,35.705,30.571,,,51.172,77.207,32.392,32.644,,,0.9362,0.9697,0.809,0.8235,,,0.9333,0.9798,0.836,0.8676,,,0.9478,1,0.8054,0.8485,,,-0.0158,1.13875,0.0196,1.348,S,1.579772783,1.176806556
general,private,1003,Soochow University,2311005,Japanese Language and Literature,1.00E+11,Japanese Language and Literature of Soochow University,12,Foreign Languages,12.Foreign Languages,81,Japanese Literature,81.Japanese Literature,1437,27,301,30 Taipei City,general,0.0188,316,321,319,305,105,71,-0.011431631,0.04940849,27,0.777777778,1,21,27,0.880773786,10.8,10.51,11.33,13,0,128,0.65625,0.21875,84,28,0,16,AS,0,0,1,1,0,0,"AE,EC,CE",0,0,1,0,1,1,3,A,0.31,0.19,0.038987688,0.075239398,0.005471956,2924,114,1,9,220,1,15,0.021448664,0.021097046,0.004219409,2844,61,10,12,9,29,47.592,68.581,30.313,34.68,25.862,33.818,49.715,70.862,33.103,36.733,27.346,39.109,45.886,70.527,31.111,34.138,25.044,35.446,0.8865,0.9857,0.8462,0.8512,0.462,0.8197,0.8972,0.9786,0.8694,0.8651,0.6645,0.8525,0.8489,0.9728,0.8639,0.8481,0.4773,0.4464,0.0657,0.21767,0.046,2.67,A,1.47491241,0.982636879
general,private,1003,Soochow University,4131016,Business Administration,1.00E+11,Business Administration of Soochow University,16,Management,16.Management,102,Business Administration,102.Business Administration,1201,27,317,30 Taipei City,general,0.0225,310,311,280,256,14,30,-0.060722312,0.024979184,27,1,1,27,27,1.756637168,8.25,10.6,10.3,0,0,128,0.65625,0.21875,84,28,0,16,ECS,0,0,0,1,1,1,EC,0,0,0,0,1,1,5,E,0.71,0.54,0.021703522,0.038493038,0.003685504,2442,53,0,6,94,0,9,0.015733457,0.015733457,0.003239241,2161,34,11,7,2,14,47.96,99.045,29.887,35.199,24.762,33.925,52.793,105.597,32.632,37.663,27.331,38.15,48.024,96.539,30.451,37.259,28.641,31.935,0.9263,0.9546,0.875,0.9019,0.5993,0.8782,0.9376,0.9485,0.8969,0.9006,0.75,0.9054,0.9222,0.9583,0.8843,0.8802,0.705,0.8591,-0.0123,0.34517,0.034,3.898,E,1.577091064,1.042858758
general,private,1003,Soochow University,4211021,Law,1.00E+11,Law of Soochow University,15,Law and Politics,15.Law and Politics,98,Law,98.Law,2235,46,420,30 Taipei City,general,0.0206,458,465,463,441,383,25,-0.01217781,0.011185682,46,0.97826087,1,45,46,0.953913043,9.5,11.44,10,12,0,167,0.796407186,0.167664671,133,28,0,6,EA ECS,0,0,1,1,1,1,CE,0,0,0,0,1,1,4,CE,0.36,0.21,0.056473214,0.111160714,0.000446429,4480,253,1,1,498,1,1,0.021646179,0.020844468,0.002405131,3742,81,25,9,9,35,74.471,95.609,35.693,45.918,,,79.574,101.917,39.475,48.365,,,74.074,104.846,34.554,37.981,,,0.8735,0.9448,0.6427,0.773,,,0.8801,0.9034,0.7368,0.8098,,,0.8597,0.8944,0.6386,0.7514,,,0.0225,-0.059,0.024,4.41,C,2.143717081,1.34622612
general,private,1003,Soochow University,5331024,Physics,1.00E+11,Physics of Soochow University,3,"Mathematical,  Physics and Chemistry","3.Mathematical,  Physics and Chemistry",17,Physics,17.Physics,210,8,41,30 Taipei City,general,0.0381,58,42,45,46,0,19,-0.060737092,0.09047619,8,1,1,8,8,0.81825525,0,9.13,11.38,0,0,128,0.65625,0.21875,84,28,0,16,IR,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.77,0.69,0.037905851,0.040168294,0.007653061,392,15,1,2,16,1,2,0.047511312,0.045248869,0.00678733,442,21,13,3,1,3,57.053,79.256,32.837,,,,70.06,83.133,38.149,,,,60.185,73.918,36.818,,,,0.9362,1,0.7674,,,,0.9525,1,0.8006,,,,0.9085,0.9524,0.7526,,,,0.03,0.59167,0.0165,7.399,I,1.634662393,1.207148552
general,private,1003,Soochow University,9231030,Social Work,1.00E+11,Social Work of Soochow University,10,Social and Psychology,10.Social and Psychology,68,Social Work,68.Social Work,638,15,127,30 Taipei City,general,0.0235,156,154,154,141,0,33,-0.032412032,0.051724138,15,1,1,15,15,1.959649123,10,11.34,10.4,0,0,128,0.6171875,0.21875,79,28,5,16,SEC,0,0,0,1,1,1,SI,0,1,0,1,0,0,3,S,0.59,0.18,0.046251994,0.066188198,0.009569378,1254,58,1,5,83,1,11,0.016155089,0.01453958,0,1238,20,4,0,3,11,47.057,62.76,33.049,35.006,,,49.602,67.49,35.184,35.673,,,47.556,70.088,32.77,35.627,,,0.9591,1,0.9034,0.9378,,,0.9638,1,0.9183,0.9355,,,0.9697,1,0.91,0.9309,,,-0.0026,2.04225,0.0043,2.519,S,1.451205371,1.065604396
general,private,1003,Soochow University,3141010,Sociology,1.00E+11,Sociology of Soochow University,10,Social and Psychology,10.Social and Psychology,67,Sociology,67.Sociology,541,14,117,30 Taipei City,general,0.0259,133,115,123,130,12,28,-0.002954186,0.051756007,14,1,1,14,14,1.773333333,9.63,10.65,11,0,0,128,0.6328125,0.21875,81,28,0,19,EAS,0,0,1,1,1,0,SA,0,0,1,1,0,0,5,S,0.39,0.22,0.03502627,0.050788091,0.007880911,1142,40,1,6,58,1,8,0.021455224,0.020522388,0.005597015,1072,23,7,6,2,7,61.633,73.218,31.375,,,,65.024,74.249,35.802,,,,67.037,77.226,32.953,,,,0.9323,0.987,0.8208,,,,0.9139,0.9744,0.8703,,,,0.9112,0.98,0.8466,,,,0.0008,3.66333,0.0062,2.95,S,2.03432161,1.076305221
general,private,1003,Soochow University,3121009,Political Science,1.00E+11,Political Science of Soochow University,15,Law and Politics,15.Law and Politics,100,Political Science,100.Political Science,528,22,105,30 Taipei City,general,0.0417,124,120,117,120,4,43,-0.010539013,0.081439394,22,0.909090909,1,20,22,0.698494624,7.54,7.7,8.45,13.8,0,128,0.65625,0.21875,84,28,0,16,ES,0,0,0,1,1,0,EA,0,0,1,0,1,0,4,E,0.33,0.22,0.04587156,0.078899083,0.009174312,1090,50,1,5,86,1,9,0.035087719,0.032317636,0.007386888,1083,38,6,8,4,17,44.335,86.562,35.703,,,,46.843,89.777,39.605,,,,48.173,87.201,36.402,,,,0.8356,0.9597,0.7845,,,,0.8562,0.9375,0.8431,,,,0.8182,0.89,0.7395,,,,0.044,1.72533,0.019,3.208,E,1.323361354,1.106423259
general,private,1003,Soochow University,2311004,English,1.00E+11,English of Soochow University,12,Foreign Languages,12.Foreign Languages,79,English Literature,79.English Literature,1035,22,246,30 Taipei City,general,0.0213,226,231,243,233,31,71,0.010973227,0.068599034,22,0.818181818,1,18,22,0.822692308,9.89,10.5,12,13,0,128,0.65625,0.21875,84,28,0,16,AS,0,0,1,1,0,0,"SA,CE",0,0,1,1,1,1,4,A,0.27,0.15,0.031954887,0.057800752,0.006109023,2128,68,2,7,123,2,11,0.025118483,0.024170616,0.006161137,2110,53,14,13,4,20,47.592,68.581,30.313,34.68,25.862,33.818,49.715,70.862,33.103,36.733,27.346,39.109,45.886,70.527,31.111,34.138,25.044,35.446,0.8865,0.9857,0.8462,0.8512,0.462,0.8197,0.8972,0.9786,0.8694,0.8651,0.6645,0.8525,0.8489,0.9728,0.8639,0.8481,0.4773,0.4464,0.0657,0.21767,0.046,2.67,A,1.47491241,0.982636879
general,private,1003,Soochow University,2151001,Musicology,1.00E+11,Musicology of Soochow University,9,Art,9.Art,64,Musicology,64.Musicology,358,12,61,30 Taipei City,general,0.0335,85,83,79,86,8,17,0.005628471,0.047486034,12,0.75,1,9,12,2.249333333,18.27,14.47,0,14,0,128,0.65625,0.21875,84,28,0,16,AS,0,0,1,1,0,0,AE,0,0,1,0,1,0,4,A,0.5,0.5,0.051288957,0.090675901,0.004385965,684,35,1,1,62,1,2,0.023569024,0.021885522,0,594,14,2,0,0,11,53.083,74.454,31.875,26.387,,,54.783,74.389,33.807,29.363,,,50.582,70.192,33.165,28.772,,,0.7813,0.9281,0.6571,0.7551,,,0.8318,0.9353,0.681,0.7857,,,0.7902,0.9412,0.6371,0.7264,,,0.0067,-0.772,0.028,1.636,A,1.525162068,1.240307644
general,private,1003,Soochow University,2231007,philosophy,1.00E+11,philosophy of Soochow University,13,"Literature, History and Philosophy","13.Literature, History and Philosophy",86,Philosophy,86.Philosophy,287,12,51,30 Taipei City,general,0.0418,70,65,80,57,0,15,-0.04271978,0.052264808,12,1,1,12,12,2.093,7.6,12.33,9,0,0,128,0.65625,0.21875,84,28,0,16,AS,0,0,1,1,0,0,SA,0,0,1,1,0,0,6,S,0.64,0.36,0.063793103,0.09137931,0.00862069,580,37,1,3,53,1,4,0.04,0.04,0.007272727,550,22,7,4,3,8,46.822,84.432,30.394,30.334,,,47.206,85.732,33.977,35.987,,,55.445,86.344,35.148,31.459,,,0.7879,0.8551,0.788,0.9259,,,0.7879,0.8261,0.8269,0.9259,,,0.8462,0.9322,0.8071,0.8571,,,-0.0214,4.1035,0.0025,2.73,S,1.577472402,1.04844505
general,private,1003,Soochow University,4121027,Financial Engineering and Actuarial Mathematics,1.00E+11,Financial Engineering and Actuarial Mathematics of Soochow University,17,Finance and Economics,17.Finance and Economics,121,Statistics,121.Statistics,779,19,189,30 Taipei City,general,0.0244,196,193,181,175,3,31,-0.036877153,0.039794608,19,0.947368421,1,18,19,0.834570957,9.23,10,10.24,13,0,128,0.65625,0.21875,84,28,0,16,CEI,0,1,0,0,1,1,CE,0,0,0,0,1,1,5,C,0.5,0.31,0.030051151,0.058184143,0.014705882,1564,47,0,11,91,0,23,0.023082145,0.021724372,0.004752206,1473,34,11,7,1,13,55.201,76.026,35.137,,,,59.55,79.284,39.426,,,,44.773,62.85,35.586,,,,0.8696,0.9231,0.845,,,,0.8696,0.9231,0.8829,,,,0.9474,1,0.8712,,,,-0.0603,-7.71833,0.0126,3.965,C,1.258163323,1.087465565
general,private,1003,Soochow University,4141019,International Business and Trade,1.00E+11,International Business and Trade of Soochow University,17,Finance and Economics,17.Finance and Economics,117,International Business,117.International Business,672,14,200,30 Taipei City,general,0.0208,170,184,151,153,2,12,-0.027916617,0.017857143,14,1,1,14,14,2,8.67,10.33,9,0,0,128,0.65625,0.21875,84,28,0,16,EC,0,0,0,0,1,1,EC,0,0,0,0,1,1,6,E,0.62,0.49,0.03115942,0.055797101,0.005797101,1380,43,0,4,77,0,8,0.028571429,0.026285714,0.005714286,875,25,1,5,1,16,45.938,82.117,30.02,32.603,25.73,31.007,50.975,81.953,33.255,34.59,27.38,32.112,46.158,70.54,30.649,33.896,27.452,25.71,0.9015,0.9263,0.8878,0.91,0.5823,0.8824,0.9545,0.9158,0.9126,0.91,0.7562,0.8971,0.9365,1,0.8898,0.8924,0.5294,0.7333,0.0182,-2.16833,0.0426,2.142,E,1.506019772,1.052483704
general,private,1003,Soochow University,5122022,Microbiology,1.00E+11,Microbiology of Soochow University,5,Life Sciences,5.Life Sciences,35,Life Sciences,35.Life Sciences,252,12,44,30 Taipei City,general,0.0476,58,62,59,54,2,17,-0.021389114,0.067460317,13,0.923076923,0.923076923,12,12,20.62,7.62,12,0,0,0,128,0.65625,0.21875,84,28,0,16,IR,1,1,0,0,0,0,"RI,IR",1,1,0,0,0,0,6,IR,0.33,0.33,0.058912548,0.092810853,0.023206751,474,28,0,6,44,0,11,0.033039648,0.033039648,0.015418502,454,15,4,7,0,4,44.757,,34.995,,,,50.753,,37.739,,,,43.136,,32.897,,,,0.9367,,0.75,,,,0.95,,0.7813,,,,0.9221,,0.7895,,,,-0.0125,-1.8595,0.0223,4.37,I,1.311244186,1.167954402
general,private,1003,Soochow University,4111015,Accounting,1.00E+11,Accounting of Soochow University,17,Finance and Economics,17.Finance and Economics,115,Accounting,115.Accounting,1154,28,316,30 Taipei City,general,0.0243,291,305,258,256,3,41,-0.037913444,0.035528596,28,0.75,1,21,28,1.085134539,11.65,11.95,9.5,12.17,0,137,0.693430657,0.204379562,95,28,0,14,CE,0,0,0,0,1,1,CE,0,0,0,0,1,1,6,C,0.65,0.57,0.014066496,0.029411765,0.007246377,2346,33,0,9,69,0,17,0.011792453,0.011320755,0.002358491,2120,25,2,5,1,16,45.472,79.675,32.899,33.585,23.763,35.634,51.767,84.151,35.913,35.978,27.437,37.257,45.863,79.468,33.294,34.862,23.827,39.398,0.9408,0.9617,0.8996,0.9199,0.459,0.9,0.9409,0.9522,0.9157,0.9137,0.6748,0.9,0.9381,0.9495,0.9083,0.9217,0.4956,0.8125,0.0092,0.94733,0.036,3.579,C,1.377515468,1.032808543
general,private,1003,Soochow University,3111008,Economics,1.00E+11,Economics of Soochow University,17,Finance and Economics,17.Finance and Economics,120,Economics,120.Economics,809,22,184,30 Taipei City,general,0.0272,194,197,187,199,3,29,0.00962454,0.035846724,22,1,1,22,22,2.359375,9.82,11.83,8.6,0,0,128,0.65625,0.21875,84,28,0,16,EC,0,0,0,0,1,1,EC,0,0,0,0,1,1,6,EI,0.36,0.36,0.022586469,0.038185491,0.009392611,1597,36,1,8,61,1,14,0.021935484,0.020645161,0.00516129,1550,34,8,8,4,12,45.02,73.259,34.767,34.288,,,50.19,78.667,39.562,35.613,,,47.891,81.947,35.605,34.11,,,0.8502,0.9357,0.8472,0.92,,,0.8742,0.9007,0.8708,0.9205,,,0.9136,0.9701,0.8507,0.9339,,,-0.0288,3.05475,0.0033,4.175,E,1.345063896,1.073939109
general,private,1003,Soochow University,6131028,Information Management,1.00E+11,Information Management of Soochow University,16,Management,16.Management,105,Information Management,105.Information Management,594,19,110,30 Taipei City,general,0.032,166,142,125,124,10,27,-0.090765541,0.045454545,19,0.894736842,1,17,19,2.759770115,11.4,11.61,0,7.7,0,131,0.664122137,0.213740458,87,28,0,16,RC,1,0,0,0,0,1,IC,0,1,0,0,0,1,4,I,0.44,0.25,0.046032014,0.067964308,0.019451813,1131,52,4,11,77,4,18,0.032317636,0.030470914,0.006463527,1083,35,11,7,5,10,60.023,117.472,30.508,37.254,24.435,,64.511,122.025,33.779,39.284,23.196,,60.184,113.98,30.676,39.189,29.713,,0.9451,0.9532,0.8736,0.9101,0.8421,,0.9508,0.9388,0.902,0.905,0.9,,0.9302,0.941,0.8803,0.9071,0.75,,0.0231,0.81,0.0145,2.621,I,1.961924632,1.056685221
general,private,1003,Soochow University,2311012,German Chemistry,1.00E+11,German Chemistry of Soochow University,12,Foreign Languages,12.Foreign Languages,80,European Literature,80.European Literature,286,12,61,30 Taipei City,general,0.042,73,63,64,66,0,20,-0.029954428,0.06993007,12,0.833333333,1,10,12,0.934495759,8.8,10.03,10.67,9.55,0,128,0.65625,0.21875,84,28,0,16,AS,0,0,1,1,0,0,CE,0,0,0,0,1,1,2,A,0.32,0.21,0.045454545,0.092657343,0.015734266,572,26,3,2,53,3,6,0.022222222,0.018518519,0.005555556,540,12,2,3,0,5,47.592,68.581,30.313,34.68,25.862,33.818,49.715,70.862,33.103,36.733,27.346,39.109,45.886,70.527,31.111,34.138,25.044,35.446,0.8865,0.9857,0.8462,0.8512,0.462,0.8197,0.8972,0.9786,0.8694,0.8651,0.6645,0.8525,0.8489,0.9728,0.8639,0.8481,0.4773,0.4464,0.0657,0.21767,0.046,2.67,A,1.47491241,0.982636879
